"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",151,"MLT","Malta","0.456641",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",274,"MDA","Moldova","0.869942",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",316,"MNE","Montenegro","1.03799",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",106,"NLD","Netherlands","0.492004",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",283,"MKD","North Macedonia","2.15526",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",170,"NOR","Norway","0.37281",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",190,"POL","Poland","0.455696",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",191,"PRT","Portugal","0.739764",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",200,"ROU","Romania","0.580121",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",256,"SRB","Serbia","0.897678",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",281,"SVK","Slovakia","1.35855",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",221,"SVN","Slovenia","0.391431",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",73,"ESP","Spain","1.2894",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",203,"SWE","Sweden","0.448853",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",219,"CHE","Switzerland","0.721827",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",236,"TUR","Türkiye","0.775875",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",241,"UKR","Ukraine","1.45554",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34619,"i271mb_high_ts_GNI","Mobile data and voice high-consumption basket","","% GNI per capita",84,"GBR","United Kingdom","0.350512",2022,"","ITU Research","Mobile data and voice high-consumption basket. Combined time series data: from 2018 to 2020, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 1.5 GB of data using at least 3G technology. From 2021, the basket is based on a monthly usage of a minimum of 140 voice minutes, 70 SMSs and 2 GB of data using at least 3G technology."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",10,"ALB","Albania","12.9967",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",14,"AND","Andorra","0",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",24,"AUT","Austria","34.2889",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",30,"BEL","Belgium","30.4968",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",275,"BIH","Bosnia and Herzegovina","25.2233",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",45,"BGR","Bulgaria","30.2919",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",107,"HRV","Croatia","12.6105",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",66,"CYP","Cyprus","27.4625",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",227,"CZE","Czech Republic","30.4056",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",71,"DNK","Denmark","35.6762",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",76,"EST","Estonia","25.5713",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",81,"FIN","Finland","38.2411",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",78,"FRA","France","45.4714",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",276,"GEO","Georgia","28.9186",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",67,"DEU","Germany","44.7963",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",95,"GRC","Greece","42.6152",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",105,"HUN","Hungary","19.5172",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",118,"ISL","Iceland","60.5659",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",115,"IRL","Ireland","75.0628",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",119,"ISR","Israel","29.4431",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",111,"ITA","Italy","34.1849",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",140,"LVA","Latvia","34.0121",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",136,"LIE","Liechtenstein","0",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",138,"LTU","Lithuania","24.8203",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",139,"LUX","Luxembourg","42.8577",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",151,"MLT","Malta","31.2233",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",274,"MDA","Moldova","23.5201",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",143,"MCO","Monaco","0",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",316,"MNE","Montenegro","26.9423",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",106,"NLD","Netherlands","51.3606",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",283,"MKD","North Macedonia","39.2182",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",170,"NOR","Norway","69.9769",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",190,"POL","Poland","30.4343",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",191,"PRT","Portugal","38.6837",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",200,"ROU","Romania","15.21",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",213,"SMR","San Marino","0",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",256,"SRB","Serbia","33.3923",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",281,"SVK","Slovakia","19.878",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",221,"SVN","Slovenia","56.4725",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",73,"ESP","Spain","38.5127",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",203,"SWE","Sweden","53.2036",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",219,"CHE","Switzerland","42.1734",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
34612,"i154_FBB_ts_PPP","Fixed-broadband Internet basket","i154_FBB_ts_GNI","PPP$",236,"TUR","Türkiye","29.5303",2022,"","ITU Research","Entry-level fixed-broadband basket. Combined time series data: from 2008 to 2017, the basket is composed of the cheapest plan providing at least 1GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy. From 2018, the basket is composed of the cheapest plan providing at least 5GB of monthly high-speed data (256Kbit/s or higher) from the operator with the largest market share in each economy."
